model,pr_auc,roc_auc,brier_score
focused_subsample_l2_7_sub088,0.7364206325631213,0.9629245368953674,0.028490386505859847
focused_subsample_lr004_iter1700,0.7360825152353301,0.9636817753403998,0.027811620543815443
focused_subsample_lr0045_iter1500,0.7359110069463526,0.9636660051696545,0.027898055388369297
focused_lowlr_bern085_iter1800,0.7306488740959473,0.9634356683416098,0.029817864251322067
focused_depth7_lr0035_iter1700,0.7265075844652132,0.9641629879407514,0.03360379999082749
