model,pr_auc,roc_auc,brier_score
focused_subsample_lr0045_iter1600,0.7372035093566706,0.9634019603757935,0.02783315205855184
focused_subsample_lr0047_iter1500,0.7365523229550008,0.9639523117468524,0.027685797423838678
focused_subsample_lr0048_sub089_iter1450,0.7359284170885038,0.9635724088403197,0.02812520664958146
