model,pr_auc,roc_auc,brier_score
focused_subsample_lr0048_iter1450,0.7396128871401634,0.9630869229234397,0.027903839264677807
focused_subsample_l2_7_sub090,0.7345187770560146,0.9641048505672726,0.028541702116766546
focused_subsample_l2_8_sub088,0.7328702729598586,0.9630838488380321,0.028658111834244323
